city,district,full_address,register_date,register_type,raw_data
臺北市,中正區,臺北市中正區新營里008鄰愛國東路７４巷２之１號,民國114年9月24日,門牌初編,臺北市中正區新營里008鄰愛國東路７４巷２之１號|民國114年9月24日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號二樓之２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號二樓之２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號二樓之３,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號二樓之３|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號二樓之５,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號二樓之５|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號二樓之６,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號二樓之６|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號二樓之７,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號二樓之７|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號二樓之８,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號二樓之８|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號八樓,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號八樓|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之１０,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之１０|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之１１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之１１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之１２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之１２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之３,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之３|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之５,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之５|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之６,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之６|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之７,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之７|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之８,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之８|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之９,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號八樓之９|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之１０,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之１０|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之１１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之１１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之３,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之３|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之５,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之５|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之６,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之６|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之７,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之７|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之８,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之８|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之９,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十一樓之９|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之３,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之３|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之５,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之５|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之６,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之６|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之７,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之７|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之８,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之８|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之９,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十二樓之９|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之１０,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之１０|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之１１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之１１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之１２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之１２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之３,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之３|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之５,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之５|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之６,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之６|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之７,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之７|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之８,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之８|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之９,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十三樓之９|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之１０,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之１０|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之１１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之１１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之１２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之１２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之３,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之３|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之５,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之５|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之６,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之６|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之７,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之７|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之８,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之８|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之９,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十五樓之９|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之１０,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之１０|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之１１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之１１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之１２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之１２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之３,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之３|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之５,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之５|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之６,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之６|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之７,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之７|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之８,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之８|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之９,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十四樓之９|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十樓,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十樓|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之１０,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之１０|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之１１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之１１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之１２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之１２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之３,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之３|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之５,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之５|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之６,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之６|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之７,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之７|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之８,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之８|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之９,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號十樓之９|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號三樓,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號三樓|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之３,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之３|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之５,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之５|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之６,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之６|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之７,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之７|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之８,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號三樓之８|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號五樓,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號五樓|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之１０,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之１０|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之１１,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之１１|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之１２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之１２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之１３,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之１３|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之２,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之２|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之３,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之３|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之５,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之５|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之６,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之６|民國114年9月16日|門牌初編
臺北市,中正區,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之７,民國114年9月16日,門牌初編,臺北市中正區板溪里003鄰南昌路二段１６９號五樓之７|民國114年9月16日|門牌初編
